Name,Level,dr,er,fire,poison,cold,rad
alien_cpt-alpha-omega,47,150.0,150.0,150.0,150.0,150.0,150.0
alien_cpt-alpha-omega,48,150.0,150.0,150.0,150.0,150.0,150.0
alien_cpt-alpha-omega,49,150.0,150.0,150.0,150.0,150.0,150.0
alien_cpt-alpha-omega,50,150,150,150,150,150,150
alien_cpt-alpha-omega,51,160.0,160.0,160.0,160.0,160.0,160.0
alien_cpt-alpha-omega,52,170.0,170.0,170.0,170.0,170.0,170.0
alien_cpt-alpha-omega,53,180.0,180.0,180.0,180.0,180.0,180.0
alien_cpt-alpha-omega,54,190.0,190.0,190.0,190.0,190.0,190.0
alien_cpt-alpha-omega,55,200.0,200.0,200.0,200.0,200.0,200.0
alien_cpt-alpha-omega,56,210.0,210.0,210.0,210.0,210.0,210.0
alien_cpt-alpha-omega,57,220.0,220.0,220.0,220.0,220.0,220.0
alien_cpt-alpha-omega,58,230.0,230.0,230.0,230.0,230.0,230.0
alien_cpt-alpha-omega,59,240.0,240.0,240.0,240.0,240.0,240.0
alien_cpt-alpha-omega,60,250,250,250,250,250,250
alien_cpt-alpha-omega,61,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,62,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,63,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,64,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,65,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,66,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,67,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,68,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,69,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,70,250,250,250,250,250,250
alien_cpt-alpha-omega,71,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,72,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,73,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,74,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,75,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,76,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,77,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,78,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,79,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,80,250,250,250,250,250,250
alien_cpt-alpha-omega,81,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,82,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,83,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,84,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,85,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,86,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,87,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,88,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,89,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,90,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,91,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,92,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,93,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,94,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,95,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,96,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,97,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,98,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,99,250.0,250.0,250.0,250.0,250.0,250.0
alien_cpt-alpha-omega,100,250,250,250,250,250,250
alien_cpt-alpha-omega,101,250,250,250,250,250,250
alien_cpt-alpha-omega,102,250,250,250,250,250,250
alien_cpt-alpha-omega,103,250,250,250,250,250,250
alien_cpt-alpha-omega,104,250,250,250,250,250,250
alien_cpt-alpha-omega,105,250,250,250,250,250,250
alien_cpt-alpha-omega,106,250,250,250,250,250,250
alien_cpt-alpha-omega,107,250,250,250,250,250,250
alien_cpt-alpha-omega,108,250,250,250,250,250,250
alien_cpt-alpha-omega,109,250,250,250,250,250,250
alien_cpt-alpha-omega,110,250,250,250,250,250,250
alien_cpt-alpha-omega,111,250,250,250,250,250,250
alien_cpt-alpha-omega,112,250,250,250,250,250,250
alien_cpt-alpha-omega,113,250,250,250,250,250,250
alien_cpt-alpha-omega,114,250,250,250,250,250,250
alien_cpt-alpha-omega,115,250,250,250,250,250,250
alien_cpt-alpha-omega,116,250,250,250,250,250,250
alien_cpt-alpha-omega,117,250,250,250,250,250,250
alien_cpt-alpha-omega,118,250,250,250,250,250,250
alien_cpt-alpha-omega,119,250,250,250,250,250,250
alien_cpt-alpha-omega,120,250,250,250,250,250,250
alien_general-zeta,1,27,27,27,1000,27,27
alien_general-zeta,2,27.0,27.0,27.0,1000.0,27.0,27.0
alien_general-zeta,3,27.0,27.0,27.0,1000.0,27.0,27.0
alien_general-zeta,4,27.0,27.0,27.0,1000.0,27.0,27.0
alien_general-zeta,5,27.0,27.0,27.0,1000.0,27.0,27.0
alien_general-zeta,6,27.0,27.0,27.0,1000.0,27.0,27.0
alien_general-zeta,7,27.0,27.0,27.0,1000.0,27.0,27.0
alien_general-zeta,8,27.0,27.0,27.0,1000.0,27.0,27.0
alien_general-zeta,9,27.0,27.0,27.0,1000.0,27.0,27.0
alien_general-zeta,10,27,27,27,1000,27,27
alien_general-zeta,11,28.1,28.1,28.1,1000.0,28.1,28.1
alien_general-zeta,12,29.200000000000003,29.200000000000003,29.200000000000003,1000.0,29.200000000000003,29.200000000000003
alien_general-zeta,13,30.300000000000004,30.300000000000004,30.300000000000004,1000.0,30.300000000000004,30.300000000000004
alien_general-zeta,14,31.400000000000006,31.400000000000006,31.400000000000006,1000.0,31.400000000000006,31.400000000000006
alien_general-zeta,15,32.50000000000001,32.50000000000001,32.50000000000001,1000.0,32.50000000000001,32.50000000000001
alien_general-zeta,16,33.60000000000001,33.60000000000001,33.60000000000001,1000.0,33.60000000000001,33.60000000000001
alien_general-zeta,17,34.70000000000001,34.70000000000001,34.70000000000001,1000.0,34.70000000000001,34.70000000000001
alien_general-zeta,18,35.80000000000001,35.80000000000001,35.80000000000001,1000.0,35.80000000000001,35.80000000000001
alien_general-zeta,19,36.90000000000001,36.90000000000001,36.90000000000001,1000.0,36.90000000000001,36.90000000000001
alien_general-zeta,20,38,38,38,1000,38,38
alien_general-zeta,21,41.7,41.7,41.7,1000.0,41.7,41.7
alien_general-zeta,22,45.400000000000006,45.400000000000006,45.400000000000006,1000.0,45.400000000000006,45.400000000000006
alien_general-zeta,23,49.10000000000001,49.10000000000001,49.10000000000001,1000.0,49.10000000000001,49.10000000000001
alien_general-zeta,24,52.80000000000001,52.80000000000001,52.80000000000001,1000.0,52.80000000000001,52.80000000000001
alien_general-zeta,25,56.500000000000014,56.500000000000014,56.500000000000014,1000.0,56.500000000000014,56.500000000000014
alien_general-zeta,26,60.20000000000002,60.20000000000002,60.20000000000002,1000.0,60.20000000000002,60.20000000000002
alien_general-zeta,27,63.90000000000002,63.90000000000002,63.90000000000002,1000.0,63.90000000000002,63.90000000000002
alien_general-zeta,28,67.60000000000002,67.60000000000002,67.60000000000002,1000.0,67.60000000000002,67.60000000000002
alien_general-zeta,29,71.30000000000003,71.30000000000003,71.30000000000003,1000.0,71.30000000000003,71.30000000000003
alien_general-zeta,30,75,75,75,1000,75,75
alien_general-zeta,31,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,32,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,33,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,34,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,35,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,36,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,37,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,38,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,39,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,40,75,75,75,1000,75,75
alien_general-zeta,41,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,42,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,43,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,44,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,45,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,46,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,47,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,48,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,49,75.0,75.0,75.0,1000.0,75.0,75.0
alien_general-zeta,50,75,75,75,1000,75,75
alien_general-zeta,51,82.5,82.5,82.5,1000.0,82.5,82.5
alien_general-zeta,52,90.0,90.0,90.0,1000.0,90.0,90.0
alien_general-zeta,53,97.5,97.5,97.5,1000.0,97.5,97.5
alien_general-zeta,54,105.0,105.0,105.0,1000.0,105.0,105.0
alien_general-zeta,55,112.5,112.5,112.5,1000.0,112.5,112.5
alien_general-zeta,56,120.0,120.0,120.0,1000.0,120.0,120.0
alien_general-zeta,57,127.5,127.5,127.5,1000.0,127.5,127.5
alien_general-zeta,58,135.0,135.0,135.0,1000.0,135.0,135.0
alien_general-zeta,59,142.5,142.5,142.5,1000.0,142.5,142.5
alien_general-zeta,60,150,150,150,1000,150,150
alien_general-zeta,61,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,62,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,63,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,64,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,65,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,66,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,67,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,68,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,69,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,70,150,150,150,1000,150,150
alien_general-zeta,71,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,72,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,73,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,74,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,75,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,76,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,77,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,78,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,79,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,80,150,150,150,1000,150,150
alien_general-zeta,81,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,82,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,83,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,84,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,85,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,86,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,87,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,88,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,89,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,90,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,91,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,92,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,93,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,94,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,95,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,96,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,97,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,98,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,99,150.0,150.0,150.0,1000.0,150.0,150.0
alien_general-zeta,100,150,150,150,1000,150,150
alien_general-zeta,101,150,150,150,1000,150,150
alien_general-zeta,102,150,150,150,1000,150,150
alien_general-zeta,103,150,150,150,1000,150,150
alien_general-zeta,104,150,150,150,1000,150,150
alien_general-zeta,105,150,150,150,1000,150,150
alien_general-zeta,106,150,150,150,1000,150,150
alien_general-zeta,107,150,150,150,1000,150,150
alien_general-zeta,108,150,150,150,1000,150,150
alien_general-zeta,109,150,150,150,1000,150,150
alien_general-zeta,110,150,150,150,1000,150,150
alien_general-zeta,111,150,150,150,1000,150,150
alien_general-zeta,112,150,150,150,1000,150,150
alien_general-zeta,113,150,150,150,1000,150,150
alien_general-zeta,114,150,150,150,1000,150,150
alien_general-zeta,115,150,150,150,1000,150,150
alien_general-zeta,116,150,150,150,1000,150,150
alien_general-zeta,117,150,150,150,1000,150,150
alien_general-zeta,118,150,150,150,1000,150,150
alien_general-zeta,119,150,150,150,1000,150,150
alien_general-zeta,120,150,150,150,1000,150,150
alien_lt-kappa,1,50,50,50,50,50,50
alien_lt-kappa,2,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,3,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,4,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,5,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,6,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,7,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,8,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,9,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,10,50,50,50,50,50,50
alien_lt-kappa,11,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,12,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,13,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,14,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,15,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,16,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,17,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,18,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,19,50.0,50.0,50.0,50.0,50.0,50.0
alien_lt-kappa,20,50,50,50,50,50,50
alien_lt-kappa,21,55.0,55.0,55.0,55.0,55.0,55.0
alien_lt-kappa,22,60.0,60.0,60.0,60.0,60.0,60.0
alien_lt-kappa,23,65.0,65.0,65.0,65.0,65.0,65.0
alien_lt-kappa,24,70.0,70.0,70.0,70.0,70.0,70.0
alien_lt-kappa,25,75.0,75.0,75.0,75.0,75.0,75.0
alien_lt-kappa,26,80.0,80.0,80.0,80.0,80.0,80.0
alien_lt-kappa,27,85.0,85.0,85.0,85.0,85.0,85.0
alien_lt-kappa,28,90.0,90.0,90.0,90.0,90.0,90.0
alien_lt-kappa,29,95.0,95.0,95.0,95.0,95.0,95.0
alien_lt-kappa,30,100,100,100,100,100,100
alien_lt-kappa,31,105.0,105.0,105.0,105.0,105.0,105.0
alien_lt-kappa,32,110.0,110.0,110.0,110.0,110.0,110.0
alien_lt-kappa,33,115.0,115.0,115.0,115.0,115.0,115.0
alien_lt-kappa,34,120.0,120.0,120.0,120.0,120.0,120.0
alien_lt-kappa,35,125.0,125.0,125.0,125.0,125.0,125.0
alien_lt-kappa,36,130.0,130.0,130.0,130.0,130.0,130.0
alien_lt-kappa,37,135.0,135.0,135.0,135.0,135.0,135.0
alien_lt-kappa,38,140.0,140.0,140.0,140.0,140.0,140.0
alien_lt-kappa,39,145.0,145.0,145.0,145.0,145.0,145.0
alien_lt-kappa,40,150,150,150,150,150,150
alien_lt-kappa,41,150.0,150.0,150.0,150.0,150.0,150.0
alien_lt-kappa,42,150.0,150.0,150.0,150.0,150.0,150.0
alien_lt-kappa,43,150.0,150.0,150.0,150.0,150.0,150.0
alien_lt-kappa,44,150.0,150.0,150.0,150.0,150.0,150.0
