###=SUM(D2:D14280)#=SUM(E2:E14280)#=SUM(F2:F14280)#=SUM(G2:G14280)#=SUM(H2:H14280)#=SUM(I2:I14280)
=IF(AND(CalcDamage!$K$24=B12; CalcDamage!$L$24=C12); TRUE; FALSE)#alien#11#=IF(A12;10,0;0)#=IF(A12;10,0;0)#=IF(A12;10,0;0)#=IF(A12;10,0;0)#=IF(A12;10,0;0)#=IF(A12;10,0;0)
=IF(AND(CalcDamage!$K$24=B13; CalcDamage!$L$24=C13); TRUE; FALSE)#alien#12#=IF(A13;10,0;0)#=IF(A13;10,0;0)#=IF(A13;10,0;0)#=IF(A13;10,0;0)#=IF(A13;10,0;0)#=IF(A13;10,0;0)
=IF(AND(CalcDamage!$K$24=B14; CalcDamage!$L$24=C14); TRUE; FALSE)#alien#13#=IF(A14;10,0;0)#=IF(A14;10,0;0)#=IF(A14;10,0;0)#=IF(A14;10,0;0)#=IF(A14;10,0;0)#=IF(A14;10,0;0)
=IF(AND(CalcDamage!$K$24=B15; CalcDamage!$L$24=C15); TRUE; FALSE)#alien#14#=IF(A15;10;0)#=IF(A15;10;0)#=IF(A15;10;0)#=IF(A15;10;0)#=IF(A15;10;0)#=IF(A15;10;0)
=IF(AND(CalcDamage!$K$24=B16; CalcDamage!$L$24=C16); TRUE; FALSE)#alien#15#=IF(A16;12,142857142857142;0)#=IF(A16;12,142857142857142;0)#=IF(A16;12,142857142857142;0)#=IF(A16;12,142857142857142;0)#=IF(A16;12,142857142857142;0)#=IF(A16;12,142857142857142;0)
=IF(AND(CalcDamage!$K$24=B17; CalcDamage!$L$24=C17); TRUE; FALSE)#alien#16#=IF(A17;14,285714285714285;0)#=IF(A17;14,285714285714285;0)#=IF(A17;14,285714285714285;0)#=IF(A17;14,285714285714285;0)#=IF(A17;14,285714285714285;0)#=IF(A17;14,285714285714285;0)
=IF(AND(CalcDamage!$K$24=B18; CalcDamage!$L$24=C18); TRUE; FALSE)#alien#17#=IF(A18;16,428571428571427;0)#=IF(A18;16,428571428571427;0)#=IF(A18;16,428571428571427;0)#=IF(A18;16,428571428571427;0)#=IF(A18;16,428571428571427;0)#=IF(A18;16,428571428571427;0)
=IF(AND(CalcDamage!$K$24=B19; CalcDamage!$L$24=C19); TRUE; FALSE)#alien#18#=IF(A19;18,57142857142857;0)#=IF(A19;18,57142857142857;0)#=IF(A19;18,57142857142857;0)#=IF(A19;18,57142857142857;0)#=IF(A19;18,57142857142857;0)#=IF(A19;18,57142857142857;0)
=IF(AND(CalcDamage!$K$24=B20; CalcDamage!$L$24=C20); TRUE; FALSE)#alien#19#=IF(A20;20,71428571428571;0)#=IF(A20;20,71428571428571;0)#=IF(A20;20,71428571428571;0)#=IF(A20;20,71428571428571;0)#=IF(A20;20,71428571428571;0)#=IF(A20;20,71428571428571;0)
=IF(AND(CalcDamage!$K$24=B21; CalcDamage!$L$24=C21); TRUE; FALSE)#alien#20#=IF(A21;22,857142857142854;0)#=IF(A21;22,857142857142854;0)#=IF(A21;22,857142857142854;0)#=IF(A21;22,857142857142854;0)#=IF(A21;22,857142857142854;0)#=IF(A21;22,857142857142854;0)
=IF(AND(CalcDamage!$K$24=B22; CalcDamage!$L$24=C22); TRUE; FALSE)#alien#21#=IF(A22;25;0)#=IF(A22;25;0)#=IF(A22;25;0)#=IF(A22;25;0)#=IF(A22;25;0)#=IF(A22;25;0)
=IF(AND(CalcDamage!$K$24=B23; CalcDamage!$L$24=C23); TRUE; FALSE)#alien#22#=IF(A23;25,0;0)#=IF(A23;25,0;0)#=IF(A23;25,0;0)#=IF(A23;25,0;0)#=IF(A23;25,0;0)#=IF(A23;25,0;0)
=IF(AND(CalcDamage!$K$24=B24; CalcDamage!$L$24=C24); TRUE; FALSE)#alien#23#=IF(A24;25,0;0)#=IF(A24;25,0;0)#=IF(A24;25,0;0)#=IF(A24;25,0;0)#=IF(A24;25,0;0)#=IF(A24;25,0;0)
=IF(AND(CalcDamage!$K$24=B25; CalcDamage!$L$24=C25); TRUE; FALSE)#alien#24#=IF(A25;25,0;0)#=IF(A25;25,0;0)#=IF(A25;25,0;0)#=IF(A25;25,0;0)#=IF(A25;25,0;0)#=IF(A25;25,0;0)
=IF(AND(CalcDamage!$K$24=B26; CalcDamage!$L$24=C26); TRUE; FALSE)#alien#25#=IF(A26;25,0;0)#=IF(A26;25,0;0)#=IF(A26;25,0;0)#=IF(A26;25,0;0)#=IF(A26;25,0;0)#=IF(A26;25,0;0)
=IF(AND(CalcDamage!$K$24=B27; CalcDamage!$L$24=C27); TRUE; FALSE)#alien#26#=IF(A27;25,0;0)#=IF(A27;25,0;0)#=IF(A27;25,0;0)#=IF(A27;25,0;0)#=IF(A27;25,0;0)#=IF(A27;25,0;0)
=IF(AND(CalcDamage!$K$24=B28; CalcDamage!$L$24=C28); TRUE; FALSE)#alien#27#=IF(A28;25,0;0)#=IF(A28;25,0;0)#=IF(A28;25,0;0)#=IF(A28;25,0;0)#=IF(A28;25,0;0)#=IF(A28;25,0;0)
=IF(AND(CalcDamage!$K$24=B29; CalcDamage!$L$24=C29); TRUE; FALSE)#alien#28#=IF(A29;25,0;0)#=IF(A29;25,0;0)#=IF(A29;25,0;0)#=IF(A29;25,0;0)#=IF(A29;25,0;0)#=IF(A29;25,0;0)
=IF(AND(CalcDamage!$K$24=B30; CalcDamage!$L$24=C30); TRUE; FALSE)#alien#29#=IF(A30;25,0;0)#=IF(A30;25,0;0)#=IF(A30;25,0;0)#=IF(A30;25,0;0)#=IF(A30;25,0;0)#=IF(A30;25,0;0)
=IF(AND(CalcDamage!$K$24=B31; CalcDamage!$L$24=C31); TRUE; FALSE)#alien#30#=IF(A31;25;0)#=IF(A31;25;0)#=IF(A31;25;0)#=IF(A31;25;0)#=IF(A31;25;0)#=IF(A31;25;0)
=IF(AND(CalcDamage!$K$24=B32; CalcDamage!$L$24=C32); TRUE; FALSE)#alien#31#=IF(A32;27,77777777777778;0)#=IF(A32;27,77777777777778;0)#=IF(A32;27,77777777777778;0)#=IF(A32;27,77777777777778;0)#=IF(A32;27,77777777777778;0)#=IF(A32;27,77777777777778;0)
=IF(AND(CalcDamage!$K$24=B33; CalcDamage!$L$24=C33); TRUE; FALSE)#alien#32#=IF(A33;30,555555555555557;0)#=IF(A33;30,555555555555557;0)#=IF(A33;30,555555555555557;0)#=IF(A33;30,555555555555557;0)#=IF(A33;30,555555555555557;0)#=IF(A33;30,555555555555557;0)
=IF(AND(CalcDamage!$K$24=B34; CalcDamage!$L$24=C34); TRUE; FALSE)#alien#33#=IF(A34;33,333333333333336;0)#=IF(A34;33,333333333333336;0)#=IF(A34;33,333333333333336;0)#=IF(A34;33,333333333333336;0)#=IF(A34;33,333333333333336;0)#=IF(A34;33,333333333333336;0)
=IF(AND(CalcDamage!$K$24=B35; CalcDamage!$L$24=C35); TRUE; FALSE)#alien#34#=IF(A35;36,111111111111114;0)#=IF(A35;36,111111111111114;0)#=IF(A35;36,111111111111114;0)#=IF(A35;36,111111111111114;0)#=IF(A35;36,111111111111114;0)#=IF(A35;36,111111111111114;0)
=IF(AND(CalcDamage!$K$24=B36; CalcDamage!$L$24=C36); TRUE; FALSE)#alien#35#=IF(A36;38,88888888888889;0)#=IF(A36;38,88888888888889;0)#=IF(A36;38,88888888888889;0)#=IF(A36;38,88888888888889;0)#=IF(A36;38,88888888888889;0)#=IF(A36;38,88888888888889;0)
=IF(AND(CalcDamage!$K$24=B37; CalcDamage!$L$24=C37); TRUE; FALSE)#alien#36#=IF(A37;41,66666666666667;0)#=IF(A37;41,66666666666667;0)#=IF(A37;41,66666666666667;0)#=IF(A37;41,66666666666667;0)#=IF(A37;41,66666666666667;0)#=IF(A37;41,66666666666667;0)
=IF(AND(CalcDamage!$K$24=B38; CalcDamage!$L$24=C38); TRUE; FALSE)#alien#37#=IF(A38;44,44444444444445;0)#=IF(A38;44,44444444444445;0)#=IF(A38;44,44444444444445;0)#=IF(A38;44,44444444444445;0)#=IF(A38;44,44444444444445;0)#=IF(A38;44,44444444444445;0)
=IF(AND(CalcDamage!$K$24=B39; CalcDamage!$L$24=C39); TRUE; FALSE)#alien#38#=IF(A39;47,22222222222223;0)#=IF(A39;47,22222222222223;0)#=IF(A39;47,22222222222223;0)#=IF(A39;47,22222222222223;0)#=IF(A39;47,22222222222223;0)#=IF(A39;47,22222222222223;0)
=IF(AND(CalcDamage!$K$24=B40; CalcDamage!$L$24=C40); TRUE; FALSE)#alien#39#=IF(A40;50;0)#=IF(A40;50;0)#=IF(A40;50;0)#=IF(A40;50;0)#=IF(A40;50;0)#=IF(A40;50;0)
=IF(AND(CalcDamage!$K$24=B41; CalcDamage!$L$24=C41); TRUE; FALSE)#alien#40#=IF(A41;54,54545454545455;0)#=IF(A41;54,54545454545455;0)#=IF(A41;54,54545454545455;0)#=IF(A41;54,54545454545455;0)#=IF(A41;54,54545454545455;0)#=IF(A41;54,54545454545455;0)
=IF(AND(CalcDamage!$K$24=B42; CalcDamage!$L$24=C42); TRUE; FALSE)#alien#41#=IF(A42;59,09090909090909;0)#=IF(A42;59,09090909090909;0)#=IF(A42;59,09090909090909;0)#=IF(A42;59,09090909090909;0)#=IF(A42;59,09090909090909;0)#=IF(A42;59,09090909090909;0)
=IF(AND(CalcDamage!$K$24=B43; CalcDamage!$L$24=C43); TRUE; FALSE)#alien#42#=IF(A43;63,63636363636364;0)#=IF(A43;63,63636363636364;0)#=IF(A43;63,63636363636364;0)#=IF(A43;63,63636363636364;0)#=IF(A43;63,63636363636364;0)#=IF(A43;63,63636363636364;0)
=IF(AND(CalcDamage!$K$24=B44; CalcDamage!$L$24=C44); TRUE; FALSE)#alien#43#=IF(A44;68,18181818181819;0)#=IF(A44;68,18181818181819;0)#=IF(A44;68,18181818181819;0)#=IF(A44;68,18181818181819;0)#=IF(A44;68,18181818181819;0)#=IF(A44;68,18181818181819;0)
=IF(AND(CalcDamage!$K$24=B45; CalcDamage!$L$24=C45); TRUE; FALSE)#alien#44#=IF(A45;72,72727272727273;0)#=IF(A45;72,72727272727273;0)#=IF(A45;72,72727272727273;0)#=IF(A45;72,72727272727273;0)#=IF(A45;72,72727272727273;0)#=IF(A45;72,72727272727273;0)
=IF(AND(CalcDamage!$K$24=B46; CalcDamage!$L$24=C46); TRUE; FALSE)#alien#45#=IF(A46;77,27272727272728;0)#=IF(A46;77,27272727272728;0)#=IF(A46;77,27272727272728;0)#=IF(A46;77,27272727272728;0)#=IF(A46;77,27272727272728;0)#=IF(A46;77,27272727272728;0)
=IF(AND(CalcDamage!$K$24=B47; CalcDamage!$L$24=C47); TRUE; FALSE)#alien#46#=IF(A47;81,81818181818183;0)#=IF(A47;81,81818181818183;0)#=IF(A47;81,81818181818183;0)#=IF(A47;81,81818181818183;0)#=IF(A47;81,81818181818183;0)#=IF(A47;81,81818181818183;0)
=IF(AND(CalcDamage!$K$24=B48; CalcDamage!$L$24=C48); TRUE; FALSE)#alien#47#=IF(A48;86,36363636363637;0)#=IF(A48;86,36363636363637;0)#=IF(A48;86,36363636363637;0)#=IF(A48;86,36363636363637;0)#=IF(A48;86,36363636363637;0)#=IF(A48;86,36363636363637;0)
=IF(AND(CalcDamage!$K$24=B49; CalcDamage!$L$24=C49); TRUE; FALSE)#alien#48#=IF(A49;90,90909090909092;0)#=IF(A49;90,90909090909092;0)#=IF(A49;90,90909090909092;0)#=IF(A49;90,90909090909092;0)#=IF(A49;90,90909090909092;0)#=IF(A49;90,90909090909092;0)
=IF(AND(CalcDamage!$K$24=B50; CalcDamage!$L$24=C50); TRUE; FALSE)#alien#49#=IF(A50;95,45454545454547;0)#=IF(A50;95,45454545454547;0)#=IF(A50;95,45454545454547;0)#=IF(A50;95,45454545454547;0)#=IF(A50;95,45454545454547;0)#=IF(A50;95,45454545454547;0)
=IF(AND(CalcDamage!$K$24=B51; CalcDamage!$L$24=C51); TRUE; FALSE)#alien#50#=IF(A51;100;0)#=IF(A51;100;0)#=IF(A51;100;0)#=IF(A51;100;0)#=IF(A51;100;0)#=IF(A51;100;0)
=IF(AND(CalcDamage!$K$24=B52; CalcDamage!$L$24=C52); TRUE; FALSE)#alien#51#=IF(A52;101,0;0)#=IF(A52;101,0;0)#=IF(A52;101,0;0)#=IF(A52;101,0;0)#=IF(A52;101,0;0)#=IF(A52;101,0;0)
=IF(AND(CalcDamage!$K$24=B53; CalcDamage!$L$24=C53); TRUE; FALSE)#alien#52#=IF(A53;102,0;0)#=IF(A53;102,0;0)#=IF(A53;102,0;0)#=IF(A53;102,0;0)#=IF(A53;102,0;0)#=IF(A53;102,0;0)
=IF(AND(CalcDamage!$K$24=B54; CalcDamage!$L$24=C54); TRUE; FALSE)#alien#53#=IF(A54;103,0;0)#=IF(A54;103,0;0)#=IF(A54;103,0;0)#=IF(A54;103,0;0)#=IF(A54;103,0;0)#=IF(A54;103,0;0)
=IF(AND(CalcDamage!$K$24=B55; CalcDamage!$L$24=C55); TRUE; FALSE)#alien#54#=IF(A55;104,0;0)#=IF(A55;104,0;0)#=IF(A55;104,0;0)#=IF(A55;104,0;0)#=IF(A55;104,0;0)#=IF(A55;104,0;0)
=IF(AND(CalcDamage!$K$24=B56; CalcDamage!$L$24=C56); TRUE; FALSE)#alien#55#=IF(A56;105,0;0)#=IF(A56;105,0;0)#=IF(A56;105,0;0)#=IF(A56;105,0;0)#=IF(A56;105,0;0)#=IF(A56;105,0;0)
=IF(AND(CalcDamage!$K$24=B57; CalcDamage!$L$24=C57); TRUE; FALSE)#alien#56#=IF(A57;106,0;0)#=IF(A57;106,0;0)#=IF(A57;106,0;0)#=IF(A57;106,0;0)#=IF(A57;106,0;0)#=IF(A57;106,0;0)
=IF(AND(CalcDamage!$K$24=B58; CalcDamage!$L$24=C58); TRUE; FALSE)#alien#57#=IF(A58;107,0;0)#=IF(A58;107,0;0)#=IF(A58;107,0;0)#=IF(A58;107,0;0)#=IF(A58;107,0;0)#=IF(A58;107,0;0)
=IF(AND(CalcDamage!$K$24=B59; CalcDamage!$L$24=C59); TRUE; FALSE)#alien#58#=IF(A59;108,0;0)#=IF(A59;108,0;0)#=IF(A59;108,0;0)#=IF(A59;108,0;0)#=IF(A59;108,0;0)#=IF(A59;108,0;0)
=IF(AND(CalcDamage!$K$24=B60; CalcDamage!$L$24=C60); TRUE; FALSE)#alien#59#=IF(A60;109,0;0)#=IF(A60;109,0;0)#=IF(A60;109,0;0)#=IF(A60;109,0;0)#=IF(A60;109,0;0)#=IF(A60;109,0;0)
=IF(AND(CalcDamage!$K$24=B61; CalcDamage!$L$24=C61); TRUE; FALSE)#alien#60#=IF(A61;110,0;0)#=IF(A61;110,0;0)#=IF(A61;110,0;0)#=IF(A61;110,0;0)#=IF(A61;110,0;0)#=IF(A61;110,0;0)
=IF(AND(CalcDamage!$K$24=B62; CalcDamage!$L$24=C62); TRUE; FALSE)#alien#61#=IF(A62;111,0;0)#=IF(A62;111,0;0)#=IF(A62;111,0;0)#=IF(A62;111,0;0)#=IF(A62;111,0;0)#=IF(A62;111,0;0)
=IF(AND(CalcDamage!$K$24=B63; CalcDamage!$L$24=C63); TRUE; FALSE)#alien#62#=IF(A63;112,0;0)#=IF(A63;112,0;0)#=IF(A63;112,0;0)#=IF(A63;112,0;0)#=IF(A63;112,0;0)#=IF(A63;112,0;0)
=IF(AND(CalcDamage!$K$24=B64; CalcDamage!$L$24=C64); TRUE; FALSE)#alien#63#=IF(A64;113,0;0)#=IF(A64;113,0;0)#=IF(A64;113,0;0)#=IF(A64;113,0;0)#=IF(A64;113,0;0)#=IF(A64;113,0;0)
=IF(AND(CalcDamage!$K$24=B65; CalcDamage!$L$24=C65); TRUE; FALSE)#alien#64#=IF(A65;114,0;0)#=IF(A65;114,0;0)#=IF(A65;114,0;0)#=IF(A65;114,0;0)#=IF(A65;114,0;0)#=IF(A65;114,0;0)
=IF(AND(CalcDamage!$K$24=B66; CalcDamage!$L$24=C66); TRUE; FALSE)#alien#65#=IF(A66;115,0;0)#=IF(A66;115,0;0)#=IF(A66;115,0;0)#=IF(A66;115,0;0)#=IF(A66;115,0;0)#=IF(A66;115,0;0)
=IF(AND(CalcDamage!$K$24=B67; CalcDamage!$L$24=C67); TRUE; FALSE)#alien#66#=IF(A67;116,0;0)#=IF(A67;116,0;0)#=IF(A67;116,0;0)#=IF(A67;116,0;0)#=IF(A67;116,0;0)#=IF(A67;116,0;0)
=IF(AND(CalcDamage!$K$24=B68; CalcDamage!$L$24=C68); TRUE; FALSE)#alien#67#=IF(A68;117,0;0)#=IF(A68;117,0;0)#=IF(A68;117,0;0)#=IF(A68;117,0;0)#=IF(A68;117,0;0)#=IF(A68;117,0;0)
=IF(AND(CalcDamage!$K$24=B69; CalcDamage!$L$24=C69); TRUE; FALSE)#alien#68#=IF(A69;118,0;0)#=IF(A69;118,0;0)#=IF(A69;118,0;0)#=IF(A69;118,0;0)#=IF(A69;118,0;0)#=IF(A69;118,0;0)
=IF(AND(CalcDamage!$K$24=B70; CalcDamage!$L$24=C70); TRUE; FALSE)#alien#69#=IF(A70;119,0;0)#=IF(A70;119,0;0)#=IF(A70;119,0;0)#=IF(A70;119,0;0)#=IF(A70;119,0;0)#=IF(A70;119,0;0)
=IF(AND(CalcDamage!$K$24=B71; CalcDamage!$L$24=C71); TRUE; FALSE)#alien#70#=IF(A71;120,0;0)#=IF(A71;120,0;0)#=IF(A71;120,0;0)#=IF(A71;120,0;0)#=IF(A71;120,0;0)#=IF(A71;120,0;0)
=IF(AND(CalcDamage!$K$24=B72; CalcDamage!$L$24=C72); TRUE; FALSE)#alien#71#=IF(A72;121,0;0)#=IF(A72;121,0;0)#=IF(A72;121,0;0)#=IF(A72;121,0;0)#=IF(A72;121,0;0)#=IF(A72;121,0;0)
=IF(AND(CalcDamage!$K$24=B73; CalcDamage!$L$24=C73); TRUE; FALSE)#alien#72#=IF(A73;122,0;0)#=IF(A73;122,0;0)#=IF(A73;122,0;0)#=IF(A73;122,0;0)#=IF(A73;122,0;0)#=IF(A73;122,0;0)
=IF(AND(CalcDamage!$K$24=B74; CalcDamage!$L$24=C74); TRUE; FALSE)#alien#73#=IF(A74;123,0;0)#=IF(A74;123,0;0)#=IF(A74;123,0;0)#=IF(A74;123,0;0)#=IF(A74;123,0;0)#=IF(A74;123,0;0)
=IF(AND(CalcDamage!$K$24=B75; CalcDamage!$L$24=C75); TRUE; FALSE)#alien#74#=IF(A75;124,0;0)#=IF(A75;124,0;0)#=IF(A75;124,0;0)#=IF(A75;124,0;0)#=IF(A75;124,0;0)#=IF(A75;124,0;0)
=IF(AND(CalcDamage!$K$24=B76; CalcDamage!$L$24=C76); TRUE; FALSE)#alien#75#=IF(A76;125,0;0)#=IF(A76;125,0;0)#=IF(A76;125,0;0)#=IF(A76;125,0;0)#=IF(A76;125,0;0)#=IF(A76;125,0;0)
=IF(AND(CalcDamage!$K$24=B77; CalcDamage!$L$24=C77); TRUE; FALSE)#alien#76#=IF(A77;126,0;0)#=IF(A77;126,0;0)#=IF(A77;126,0;0)#=IF(A77;126,0;0)#=IF(A77;126,0;0)#=IF(A77;126,0;0)
=IF(AND(CalcDamage!$K$24=B78; CalcDamage!$L$24=C78); TRUE; FALSE)#alien#77#=IF(A78;127,0;0)#=IF(A78;127,0;0)#=IF(A78;127,0;0)#=IF(A78;127,0;0)#=IF(A78;127,0;0)#=IF(A78;127,0;0)
=IF(AND(CalcDamage!$K$24=B79; CalcDamage!$L$24=C79); TRUE; FALSE)#alien#78#=IF(A79;128,0;0)#=IF(A79;128,0;0)#=IF(A79;128,0;0)#=IF(A79;128,0;0)#=IF(A79;128,0;0)#=IF(A79;128,0;0)
=IF(AND(CalcDamage!$K$24=B80; CalcDamage!$L$24=C80); TRUE; FALSE)#alien#79#=IF(A80;129,0;0)#=IF(A80;129,0;0)#=IF(A80;129,0;0)#=IF(A80;129,0;0)#=IF(A80;129,0;0)#=IF(A80;129,0;0)
=IF(AND(CalcDamage!$K$24=B81; CalcDamage!$L$24=C81); TRUE; FALSE)#alien#80#=IF(A81;130,0;0)#=IF(A81;130,0;0)#=IF(A81;130,0;0)#=IF(A81;130,0;0)#=IF(A81;130,0;0)#=IF(A81;130,0;0)
=IF(AND(CalcDamage!$K$24=B82; CalcDamage!$L$24=C82); TRUE; FALSE)#alien#81#=IF(A82;131,0;0)#=IF(A82;131,0;0)#=IF(A82;131,0;0)#=IF(A82;131,0;0)#=IF(A82;131,0;0)#=IF(A82;131,0;0)
=IF(AND(CalcDamage!$K$24=B83; CalcDamage!$L$24=C83); TRUE; FALSE)#alien#82#=IF(A83;132,0;0)#=IF(A83;132,0;0)#=IF(A83;132,0;0)#=IF(A83;132,0;0)#=IF(A83;132,0;0)#=IF(A83;132,0;0)
=IF(AND(CalcDamage!$K$24=B84; CalcDamage!$L$24=C84); TRUE; FALSE)#alien#83#=IF(A84;133,0;0)#=IF(A84;133,0;0)#=IF(A84;133,0;0)#=IF(A84;133,0;0)#=IF(A84;133,0;0)#=IF(A84;133,0;0)
=IF(AND(CalcDamage!$K$24=B85; CalcDamage!$L$24=C85); TRUE; FALSE)#alien#84#=IF(A85;134,0;0)#=IF(A85;134,0;0)#=IF(A85;134,0;0)#=IF(A85;134,0;0)#=IF(A85;134,0;0)#=IF(A85;134,0;0)
=IF(AND(CalcDamage!$K$24=B86; CalcDamage!$L$24=C86); TRUE; FALSE)#alien#85#=IF(A86;135,0;0)#=IF(A86;135,0;0)#=IF(A86;135,0;0)#=IF(A86;135,0;0)#=IF(A86;135,0;0)#=IF(A86;135,0;0)
=IF(AND(CalcDamage!$K$24=B87; CalcDamage!$L$24=C87); TRUE; FALSE)#alien#86#=IF(A87;136,0;0)#=IF(A87;136,0;0)#=IF(A87;136,0;0)#=IF(A87;136,0;0)#=IF(A87;136,0;0)#=IF(A87;136,0;0)
=IF(AND(CalcDamage!$K$24=B88; CalcDamage!$L$24=C88); TRUE; FALSE)#alien#87#=IF(A88;137,0;0)#=IF(A88;137,0;0)#=IF(A88;137,0;0)#=IF(A88;137,0;0)#=IF(A88;137,0;0)#=IF(A88;137,0;0)
=IF(AND(CalcDamage!$K$24=B89; CalcDamage!$L$24=C89); TRUE; FALSE)#alien#88#=IF(A89;138,0;0)#=IF(A89;138,0;0)#=IF(A89;138,0;0)#=IF(A89;138,0;0)#=IF(A89;138,0;0)#=IF(A89;138,0;0)
=IF(AND(CalcDamage!$K$24=B90; CalcDamage!$L$24=C90); TRUE; FALSE)#alien#89#=IF(A90;139,0;0)#=IF(A90;139,0;0)#=IF(A90;139,0;0)#=IF(A90;139,0;0)#=IF(A90;139,0;0)#=IF(A90;139,0;0)
=IF(AND(CalcDamage!$K$24=B91; CalcDamage!$L$24=C91); TRUE; FALSE)#alien#90#=IF(A91;140,0;0)#=IF(A91;140,0;0)#=IF(A91;140,0;0)#=IF(A91;140,0;0)#=IF(A91;140,0;0)#=IF(A91;140,0;0)
=IF(AND(CalcDamage!$K$24=B92; CalcDamage!$L$24=C92); TRUE; FALSE)#alien#91#=IF(A92;141,0;0)#=IF(A92;141,0;0)#=IF(A92;141,0;0)#=IF(A92;141,0;0)#=IF(A92;141,0;0)#=IF(A92;141,0;0)
=IF(AND(CalcDamage!$K$24=B93; CalcDamage!$L$24=C93); TRUE; FALSE)#alien#92#=IF(A93;142,0;0)#=IF(A93;142,0;0)#=IF(A93;142,0;0)#=IF(A93;142,0;0)#=IF(A93;142,0;0)#=IF(A93;142,0;0)
=IF(AND(CalcDamage!$K$24=B94; CalcDamage!$L$24=C94); TRUE; FALSE)#alien#93#=IF(A94;143,0;0)#=IF(A94;143,0;0)#=IF(A94;143,0;0)#=IF(A94;143,0;0)#=IF(A94;143,0;0)#=IF(A94;143,0;0)
=IF(AND(CalcDamage!$K$24=B95; CalcDamage!$L$24=C95); TRUE; FALSE)#alien#94#=IF(A95;144,0;0)#=IF(A95;144,0;0)#=IF(A95;144,0;0)#=IF(A95;144,0;0)#=IF(A95;144,0;0)#=IF(A95;144,0;0)
=IF(AND(CalcDamage!$K$24=B96; CalcDamage!$L$24=C96); TRUE; FALSE)#alien#95#=IF(A96;145,0;0)#=IF(A96;145,0;0)#=IF(A96;145,0;0)#=IF(A96;145,0;0)#=IF(A96;145,0;0)#=IF(A96;145,0;0)
=IF(AND(CalcDamage!$K$24=B97; CalcDamage!$L$24=C97); TRUE; FALSE)#alien#96#=IF(A97;146,0;0)#=IF(A97;146,0;0)#=IF(A97;146,0;0)#=IF(A97;146,0;0)#=IF(A97;146,0;0)#=IF(A97;146,0;0)
=IF(AND(CalcDamage!$K$24=B98; CalcDamage!$L$24=C98); TRUE; FALSE)#alien#97#=IF(A98;147,0;0)#=IF(A98;147,0;0)#=IF(A98;147,0;0)#=IF(A98;147,0;0)#=IF(A98;147,0;0)#=IF(A98;147,0;0)
