ID,NAME,ANIM_FIRE,RUMBLE_L,RUMBLE_R,RUMBLE_D,ANIM_RELOAD,SIGHTED_TRANS,UNSIGHTED_TRANS,SPEED,ATTACK_DELAY,CAPACITY,WEIGHT,ATTACK_SPEED,AP,ATTACK_RATE,MANUAL_RATE,DEF_FIRE_RATE
0000740a,crTickSpit,0.33334335684776306,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,3.0,1.0,0,25.0,1.0,20.0,10.0,10.0,273.0
00008991,zzz_SF08_SuicideRun_BottlecapMine,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,500.0,1.8333333730697632,20.0,5.455,0,91.0
0000f39c,crMothmanRangedAttackSingleShotVer1,0.2750000059604645,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,8.0,0,3.0,2.2666666507720947,0.0,4.412,1.25,91.0
00011bf6,GatlingGun,0.03334333375096321,1.0,1.0,0.15000000596046448,3.1666767597198486,0.30000001192092896,0.30000001192092896,1.0,1.149999976158142,250,18.0,10.033333778381348,30.0,0.997,8.696,91.0
00013ce9,CompoundBow,0.0,0.6000000238418579,0.6000000238418579,0.20000000298023224,2.6666998863220215,0.15000000596046448,0.15000000596046448,1.0,0.5,1,3.0,0.833299994468689,20.0,12.0,20.0,91.0
00013ced,zzz_CompoundBowRight,0.0,0.6000000238418579,0.6000000238418579,0.20000000298023224,2.6666998863220215,0.15000000596046448,0.15000000596046448,1.0,0.23330000042915344,0,3.0,0.833299994468689,28.0,12.0,42.863,91.0
00014015,zzz_CompoundBowLeft,0.0,0.6000000238418579,0.6000000238418579,0.20000000298023224,2.6666998863220215,0.15000000596046448,0.15000000596046448,1.0,0.23330000042915344,0,3.0,0.833299994468689,28.0,12.0,42.863,91.0
00019951,crGraftonOilBombWeapon,2.0,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,15.0,0,2.0,3.2666666507720947,0.0,3.061,0.667,91.0
00019b47,crTurretMountedLaserGun02,0.3333333432674408,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,1.0,1.0,0,25.0,2.6666667461395264,20.0,3.75,10.0,91.0
00019b4e,crTurretMountedLaserGun03,0.3333333432674408,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,1.0,1.0,0,25.0,2.6666667461395264,20.0,3.75,10.0,91.0
00019b52,crTurretBubbleLaserGun04,0.3333333432674408,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,3.0,1.0,0,25.0,2.6666667461395264,20.0,3.75,10.0,273.0
0001dacf,zzz_LaserMusket,9.999999747378752e-06,0.699999988079071,0.20000000298023224,0.20000000298023224,1.5333434343338013,0.20000000298023224,0.20000000298023224,1.0,0.0,2,8.0,0.6666666865348816,30.0,15.0,0,91.0
0001ec47,GatlingPlasma,1.0,0.699999988079071,0.699999988079071,0.15000000596046448,6.833343505859375,0.30000001192092896,0.30000001192092896,1.0,0.15000000596046448,500,18.0,2.200000047683716,30.0,4.545,66.667,91.0
0001f669,Minigun,1.0,1.0,1.0,0.15000000596046448,3.3666768074035645,0.30000001192092896,0.30000001192092896,2.0,0.0,500,18.0,2.200000047683716,30.0,4.545,0,182.0
00024f55,PipeGun,0.30000001192092896,0.800000011920929,0.6000000238418579,0.20000000298023224,10.0,0.15000000596046448,0.17499999701976776,1.0,0.16670000553131104,12,4.0,0.30000001192092896,21.0,33.333,59.988,91.0
0003175b,crWeapBloatfly,0.33334335684776306,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,2.0,0,3.0,0.6666666865348816,20.0,15.0,5.0,91.0
00031fb8,crBloodbugSpitWeapon,0.6666767001152039,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,3.0,0.0,0,25.0,2.3333332538604736,0.0,4.286,0,273.0
0003226a,crMegaslothDirtThrow,1.3333433866500854,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,5.0,0,3.0,4.333333492279053,20.0,2.308,2.0,91.0
0003a0d4,50CalMachineGun,0.03334333375096321,1.0,1.0,0.15000000596046448,5.000010013580322,0.30000001192092896,0.30000001192092896,1.0,0.0,250,18.0,2.200000047683716,30.0,4.545,0,91.0
0003f6f8,MissileLauncher,9.999999747378752e-06,0.800000011920929,0.800000011920929,0.4000000059604645,4.266676902770996,0.25,0.20000000298023224,1.0,1.2000000476837158,1,20.0,0.8333333134651184,45.0,12.0,8.333,91.0
00041ef1,PharmaBot_Left_Spray,0.0,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,5.566666603088379,20.0,1.796,0,91.0
00044101,PharmaBot_Middle_Spray,0.0,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,5.566666603088379,20.0,1.796,0,91.0
00044102,PharmaBot_Right_Spray,0.0,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,5.566666603088379,20.0,1.796,0,91.0
00045884,Grenade_Pumpkin,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
00046946,BlackPowder_Rifle_Dragon,9.999999747378752e-06,0.8999999761581421,0.8999999761581421,0.25,13.000009536743164,0.20000000298023224,0.20000000298023224,1.0,0.0,1,6.0,0.8333333134651184,28.0,12.0,0,91.0
0004df01,Chainsaw_76,0.666700005531311,1.0,1.0,0.15000000596046448,3.3666999340057373,0.30000001192092896,0.30000001192092896,0.5,1.0,0,12.0,2.200000047683716,4.0,4.545,10.0,45.5
0004dfe3,WorkshopVertibirdGrenade,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,1.0,1.8333333730697632,20.0,5.455,0,91.0
0004e5f5,zzz_RESPSoundGrenade,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,50.0,5.455,0,91.0
0004f46a,HuntingRifle,9.999999747378752e-06,0.8999999761581421,0.8999999761581421,0.25,4.000010013580322,0.20000000298023224,0.20000000298023224,1.25,0.15000000596046448,5,6.0,0.8333333134651184,28.0,12.0,66.667,113.75
00052213,EN02_ScanGrenade,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,1.0,1.8333333730697632,20.0,5.455,0,91.0
00055463,Crossbow,9.999999747378752e-06,0.8999999761581421,0.8999999761581421,0.25,2.833343505859375,0.17499999701976776,0.20000000298023224,1.0,0.15000000596046448,1,6.0,0.6666666865348816,28.0,15.0,66.667,91.0
00055463,Crossbow,9.999999747378752e-06,0.8999999761581421,0.8999999761581421,0.25,2.833343505859375,0.20000000298023224,0.20000000298023224,1.0,0.15000000596046448,1,6.0,0.6666666865348816,28.0,15.0,66.667,91.0
0005de31,WorkshopArtilleryWeapon,9.999999747378752e-06,0.10000000149011612,0.30000001192092896,0.15000000596046448,3.9333434104919434,0.30000001192092896,0.30000001192092896,1.0,0.0,1,25.0,1.0,30.0,10.0,0,91.0
00061ae2,crRadtoadTongue,0.53329998254776,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,1.3333394527435303,10.0,7.5,0,91.0
00063b72,WorkshopArtilleryWeaponClose,9.999999747378752e-06,0.10000000149011612,0.30000001192092896,0.15000000596046448,3.9333434104919434,0.30000001192092896,0.30000001192092896,1.0,0.0,1,25.0,1.0,30.0,10.0,0,91.0
00063b73,WorkshopArtilleryWeaponFar,9.999999747378752e-06,0.10000000149011612,0.30000001192092896,0.15000000596046448,3.9333434104919434,0.30000001192092896,0.30000001192092896,1.0,0.0,1,25.0,1.0,30.0,10.0,0,91.0
00064b87,Minigun_Vertibird_Player,1.0,1.0,1.0,0.15000000596046448,3.3666768074035645,0.30000001192092896,0.30000001192092896,3.0,0.0,500,0.0,2.200000047683716,30.0,4.545,0,273.0
00079ce0,zzz_PresidentialGaussRifle,0.30000001192092896,0.800000011920929,0.6000000238418579,0.20000000298023224,10.0,0.15000000596046448,0.15000000596046448,1.0,0.10000000149011612,30,0.0,0.30000001192092896,20.0,33.333,100.0,91.0
0007cab1,MG42,9.999999747378752e-06,0.800000011920929,0.800000011920929,0.20000000298023224,3.6666767597198486,0.25,0.20000000298023224,2.0,0.25,75,8.0,0.6666666865348816,32.0,15.0,40.0,182.0
00081dd5,Drill,0.0,0.4000000059604645,0.6000000238418579,0.30000001192092896,0.0,0.15000000596046448,0.15000000596046448,1.0,0.15000000596046448,0,2.0,1.1388938426971436,4.0,8.78,66.667,91.0
000865e9,zzz_FusionCoreKnightWeapon,0.0,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,0.25,0.0,1,40.0,0.30000001192092896,20.0,33.333,0,22.75
000897ff,FusionCoreWeapon,0.0,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,0.25,0.0,1,40.0,0.30000001192092896,20.0,33.333,0,22.75
0008f0ef,M79,9.999999747378752e-06,0.8999999761581421,0.8999999761581421,0.30000001192092896,3.0000100135803223,0.20000000298023224,0.20000000298023224,1.0,0.0,1,6.0,1.0,30.0,10.0,0,91.0
00091bb4,BlackPowder_Rifle,9.999999747378752e-06,0.8999999761581421,0.8999999761581421,0.25,8.000009536743164,0.20000000298023224,0.20000000298023224,1.0,0.0,1,6.0,0.8333333134651184,28.0,12.0,0,91.0
00092217,DoubleBarrelShotgun,9.999999747378752e-06,0.8999999761581421,0.8999999761581421,0.30000001192092896,3.0666768550872803,0.20000000298023224,0.20000000298023224,1.0,0.2750000059604645,2,6.0,1.0,30.0,10.0,36.364,91.0
00092a62,crHandyFlamethrowerRight,0.0,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,5.566666603088379,20.0,1.796,0,91.0
00098b4f,zzz_MTNM01_BaitMine,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
00098b5a,zzz_ExplosiveBaitMine,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
0009983b,LaserGun,0.0,0.800000011920929,0.6000000238418579,0.20000000298023224,0.0,0.15000000596046448,0.17499999701976776,1.0,0.25,30,3.0,0.0,25.0,0,40.0,91.0
0009f24d,crMirelurkHunterSpitWeapon,0.7333433628082275,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,2.0,0,3.0,1.5,0.0,6.667,5.0,91.0
000a7da4,crWeapEyebot,0.03333333507180214,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,3.0,0,3.0,0.6000000238418579,0.0,16.667,3.333,91.0
000b0f56,crSentryBotLeftMinigun,0.03333333507180214,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,1.0,0,3.0,2.200000047683716,2.0,4.545,10.0,91.0
000b0f58,crSentryBotRightMiniRocketLauncher,0.06666667014360428,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,5.0,0,3.0,1.0,20.0,10.0,2.0,91.0
000bb6c0,crTurretTripodMachineGunMkI,0.3333333432674408,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,1.0,0.0,0,25.0,2.6666667461395264,20.0,3.75,0,91.0
000bb6c1,crTurretMountedLaserGun01,0.3333333432674408,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,1.0,1.0,0,25.0,2.6666667461395264,20.0,3.75,10.0,91.0
000bd56f,Fatman,0.16667667031288147,0.6000000238418579,0.800000011920929,0.5,5.633343696594238,0.30000001192092896,0.20000000298023224,1.0,0.0,1,20.0,1.0,60.0,10.0,0,91.0
000ce97d,44,9.999999747378752e-06,0.8999999761581421,0.800000011920929,0.25,3.333343505859375,0.11999999731779099,0.15000000596046448,1.0,0.15000000596046448,6,4.0,0.8333333134651184,35.0,12.0,66.667,91.0
000cfb49,crSentryBotRightMinigun,0.03333333507180214,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,1.0,0,3.0,2.200000047683716,2.0,4.545,10.0,91.0
000cfb4d,crSentryBotLeftMiniRocketLauncher,0.06666667014360428,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,5.0,0,3.0,1.0,20.0,10.0,2.0,91.0
000d1eb0,GaussRifle,9.999999747378752e-06,0.800000011920929,0.800000011920929,0.4000000059604645,4.200010299682617,0.25,0.20000000298023224,1.0,0.15000000596046448,5,8.0,0.8333333134651184,30.0,12.0,66.667,91.0
000d76f1,OxygenTankTrap,0.666700005531311,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,3.0,0.0,10000,25.0,2.3333001136779785,20.0,4.286,0,273.0
000dd4b1,crAssaultronLaser,0.03334333375096321,0.5,1.0,0.33000001311302185,1.833299994468689,0.25,0.25,1.0,1.0,0,8.0,2.200000047683716,20.0,4.545,10.0,91.0
000dd4b1,crAssaultronLaser,0.03334333375096321,0.5,1.0,0.33000001311302185,1.833299994468689,0.25,0.25,0.25,1.0,0,8.0,2.200000047683716,20.0,4.545,10.0,22.75
000ddb7c,GammaGun,9.999999747378752e-06,0.30000001192092896,0.6000000238418579,0.20000000298023224,4.333343505859375,0.11999999731779099,0.15000000596046448,1.0,0.15000000596046448,8,3.0,0.6666666865348816,30.0,15.0,66.667,91.0
000df42e,CombatRifle,9.999999747378752e-06,0.800000011920929,0.800000011920929,0.20000000298023224,3.200010061264038,0.20000000298023224,0.20000000298023224,1.0,0.30000001192092896,20,7.0,0.8333333134651184,25.0,12.0,33.333,91.0
000e27a3,crVertibirdGunLeft,0.0,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,0.5,1.0,0,0.0,6.0,2.0,1.667,10.0,45.5
000e27a4,crVertibirdGunRight,0.0,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,0.5,1.0,0,0.0,6.0,2.0,1.667,10.0,45.5
000e27bc,GatlingLaser,1.0,0.699999988079071,0.699999988079071,0.15000000596046448,4.8666768074035645,0.30000001192092896,0.30000001192092896,2.0,0.15000000596046448,500,18.0,2.200000047683716,30.0,4.545,66.667,182.0
000e56c2,fragMine,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
000e5750,nukaGrenade,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
000e5881,Flamer,0.03334333375096321,0.5,0.550000011920929,0.20000000298023224,3.833343505859375,0.25,0.30000001192092896,1.0,0.15000000596046448,100,15.0,2.200000047683716,30.0,4.545,66.667,91.0
000e942b,zzz_JunkJet,9.999999747378752e-06,0.8999999761581421,0.8999999761581421,0.25,3.0333433151245117,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.15000000596046448,100,19.0,1.0,30.0,10.0,66.667,27.3
000e98e5,HalluciGenGrenade,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,1.0,1.8333333730697632,20.0,5.455,0,91.0
000edce9,crHandyFlamethrowerMiddle,0.0,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,5.566666603088379,20.0,1.796,0,91.0
000eebed,fragGrenade,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
000fc3ec,crWeapMirelurkKing,0.6666767001152039,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,2.0,0,3.0,1.0,0.0,10.0,5.0,91.0
000fcdc7,crProtectron01RightArmLaserGun,0.06667666882276535,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,1.5,0,0.0,1.0,20.0,10.0,6.667,91.0
000fd11b,Broadsider,9.999999747378752e-06,1.0,1.0,0.5,3.9333434104919434,0.30000001192092896,0.30000001192092896,1.0,0.5,1,16.0,1.0,40.0,10.0,20.0,91.0
000fe268,RailwayRifle,9.999999747378752e-06,0.699999988079071,0.699999988079071,0.4000000059604645,3.3666768074035645,0.25,0.20000000298023224,1.0,1.0,10,9.0,0.6666666865348816,20.0,15.0,10.0,91.0
000ff21d,CryoGrenade,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
000ff21f,PulseGrenade,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
000ff995,AlienBlaster,9.999999747378752e-06,0.8999999761581421,0.800000011920929,0.20000000298023224,2.8666768074035645,0.11999999731779099,0.15000000596046448,1.0,0.10000000149011612,42,2.0,0.6666666865348816,20.0,15.0,100.0,91.0
00100ae9,PlasmaGun,0.0333000011742115,0.5,0.6000000238418579,0.20000000298023224,2.3333001136779785,0.15000000596046448,0.20000000298023224,1.0,0.30000001192092896,30,3.0,1.0,25.0,10.0,33.333,91.0
001025ac,FlareGun,9.999999747378752e-06,0.30000001192092896,0.30000001192092896,0.20000000298023224,4.533343315124512,0.11999999731779099,0.15000000596046448,1.0,0.0,1,2.0,0.8333333134651184,40.0,12.0,0,91.0
0010771f,zzz_BottlecapMine,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
00107bd6,BaseballGrenade,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,1.0,1.8333333730697632,20.0,5.455,0,91.0
0010a33d,PlasmaGrenade,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
0010a340,NukeMine,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
0010a342,PlasmaMine,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
0010a344,PulseMine,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
0010c3c6,MolotovCocktail,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,50.0,5.455,0,91.0
0010c669,CryoMine,0.699999988079071,0.10000000149011612,0.30000001192092896,0.15000000596046448,2.3333001136779785,0.25,0.25,1.0,0.0,0,0.5,1.8333333730697632,20.0,5.455,0,91.0
0010cc9e,crScorchbeastStrafeAttackWeapon,0.9670000076293945,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,3.9666666984558105,0.0,2.521,0,91.0
0010d80a,crLiberatorLaserGun,9.999999747378752e-06,0.10000000149011612,0.30000001192092896,0.15000000596046448,0.0,0.25,0.25,1.0,1.0,3,25.0,0.5333333611488342,20.0,18.75,10.0,91.0
0010db0f,10mmSMG,9.999999747378752e-06,0.6000000238418579,0.6000000238418579,0.20000000298023224,3.0000100135803223,0.11999999731779099,0.15000000596046448,1.0,0.23330000042915344,30,3.0,2.200000047683716,28.0,4.545,42.863,91.0
0010ea5b,crDLC01BotWeapMrHandy_LaserGun_Left,0.10001000016927719,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0,10.0,20.0,91.0
0010ea5c,crDLC01BotWeapMrHandy_LaserGun_Middle,0.10001000016927719,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0,10.0,20.0,91.0
0010ea5d,crDLC01BotWeapMrHandy_LaserGun_Right,0.10001000016927719,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0,10.0,20.0,91.0
0010eb6a,crDLC01BotWeapMrHandy_Flamethrower_Left,1.0291767120361328,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,3.5,20.0,2.857,0,91.0
0010eb6b,crDLC01BotWeapMrHandy_Flamethrower_Middle,1.0291767120361328,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,3.5,20.0,2.857,0,91.0
0010eb6c,crDLC01BotWeapMrHandy_Flamethrower_Right,1.0291767120361328,0.5,1.0,0.33000001311302185,0.0,0.25,0.25,1.0,0.0,0,0.0,3.5,20.0,2.857,0,91.0
0010eb6d,crMrHandy_LaserGun_Left,0.10001000016927719,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0,10.0,20.0,91.0
0010eb6e,crMrHandy_LaserGun_Middle,0.10001000016927719,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0,10.0,20.0,91.0
0010eb6f,crMrHandy_LaserGun_Right,0.10001000016927719,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0,10.0,20.0,91.0
0010ef00,crDLC01BotWeapRobobrainSmokeBombLeftNoVats,0.06666667014360428,0.30000001192092896,0.5,0.20000000298023224,2.3333001136779785,0.15000000596046448,0.15000000596046448,1.0,1.0,0,3.0,1.0,20.0,10.0,10.0,91.0
0010ef01,crDLC01BotWeapRobobrainSmokeBombRightNoVats,0.06666667014360428,0.30000001192092896,0.5,0.20000000298023224,2.3333001136779785,0.15000000596046448,0.15000000596046448,1.0,1.0,0,3.0,1.0,20.0,10.0,10.0,91.0
0010f00a,crDLC01BotWeapLaserGunAutoLeft,0.03333333507180214,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,0.15000000596046448,0,0.0,2.200000047683716,20.0,4.545,66.667,91.0
0010f00b,crDLC01BotWeapLaserGunAutoRight,0.03333333507180214,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,0.15000000596046448,0,0.0,2.200000047683716,20.0,4.545,66.667,91.0
0010f00c,crDLC01BotWeapLaserGunLeft,0.06666667014360428,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0,10.0,20.0,91.0
0010f00d,crDLC01BotWeapLaserGunRight,0.06667666882276535,0.30000001192092896,0.5,0.25,4.1666998863220215,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0,10.0,20.0,91.0
0010f0ec,DLC01LightningGun,0.03334333375096321,0.800000011920929,0.800000011920929,0.4000000059604645,4.200010299682617,0.25,0.20000000298023224,1.0,0.5,15,8.0,0.8333333134651184,30.0,12.0,20.0,91.0
0010f0ec,DLC01LightningGun,0.03334333375096321,0.800000011920929,0.800000011920929,0.4000000059604645,4.200010299682617,0.25,0.20000000298023224,1.0,0.5,15,8.0,0.8333333134651184,30.0,12.0,20.0,91.0
0010f317,crDLC01Sparks_WeapLightningGun,0.03333333507180214,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,0.0,0,3.0,0.6000000238418579,0.0,16.667,0,91.0
0010f31f,crDLC01_SentryBotRightMiniFatMan,0.06666667014360428,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,8.0,0,3.0,1.0,20.0,10.0,1.25,91.0
0010f320,crDLC01_Unstable_Weap_SentryGatlingLaserRight,0.03333333507180214,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,3.0,0.0,0,3.0,2.200000047683716,2.0,4.545,0,273.0
0010f329,crDLC01_Unstable_Weap_SentryExplosiveMinigunLeft,0.03333333507180214,0.05000000074505806,0.05000000074505806,0.10000000149011612,0.0,0.25,0.25,1.0,0.0,0,3.0,2.200000047683716,2.0,4.545,0,91.0
