ID,Name,ID,AppType,Property,Val1,Val2,Curve
,,005249e6,MullAdd,APCost,-0.15,0.0,
,,005249e6,MullAdd,SightedTransition,-0.1,0.0,
,,005249e6,MullAdd,Weight,0.05,0.0,
,,005249e6,MullAdd,Value,0.25,0.0,
,,006e130e,Set,ZoomDataCameraOffsetZ,0.7,0.0,
006e130d,mod_CircuitBreaker_Barrel_VeryShort_HipAccuracy,006e130d
,,0027abfe,MullAdd,ConIronSights,-0.1,0.0,
,,0027abfe,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_VeryShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 6}, {'x': 100, 'y': 6}]}"
,,0027abfe,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_VeryShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 3}, {'x': 100, 'y': 3}]}"
,,00524417,MullAdd,RecoilMaxDegree,0.25,0.0,
,,00524417,MullAdd,RecoilMinDegree,0.25,0.0,
,,00524417,MullAdd,APCost,0.0,0.0,
,,00524414,MullAdd,ConIronSights,-0.1,0.0,
,,00524414,MullAdd,MaxConDegree,-0.25,0.0,
,,00524414,MullAdd,MinConDegree,-0.25,0.0,
,,00524414,MullAdd,SightedTransition,-0.03,0.0,
,,00524414,MullAdd,Weight,0.3,0.0,
,,00524414,MullAdd,Value,0.4,0.0,
,,00524414,Add,Durability,-2,0,
006e1310,mod_CircuitBreaker_Barrel_Short_HipAccuracy,006e1310
,,0027abfd,MullAdd,ConIronSights,-0.2,0.0,
,,0027abfd,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfd,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
,,0027abfd,MullAdd,Value,0.1,0.0,
,,00524414,MullAdd,ConIronSights,-0.1,0.0,
,,00524414,MullAdd,MaxConDegree,-0.25,0.0,
,,00524414,MullAdd,MinConDegree,-0.25,0.0,
,,00524414,MullAdd,SightedTransition,-0.03,0.0,
,,00524414,MullAdd,Weight,0.3,0.0,
,,00524414,MullAdd,Value,0.4,0.0,
,,00524414,Add,Durability,-2,0,
,,00524418,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,00524418,MullAdd,RecoilMinDegree,-0.1,0.0,
006e1313,zzz_mod_CircuitBreaker_Receiver_FastTrigger-Damage,006e1313
,,0052441f,MullAdd,APCost,-0.05,0.0,
,,0052441f,MullAdd,AttackDelay,0.0,0.0,"Weapons\WeaponMods\Weap_TEMPLATE_Mod_FastTrigger_Dual.json
{'curve': [{'x': 1, 'y': -0.17}, {'x': 100, 'y': -0.17}]}"
,,0052441f,MullAdd,Weight,0.075,0.0,
,,0052441f,MullAdd,Value,0.3,0.0,
,,0052441f,Add,Durability,-5,0,
,,0027ac25,MullAdd,Weight,0.15,0.0,
,,0027ac25,MullAdd,Value,0.2,0.0,
,,0027ac25,Add,DamageBonusMult,0.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_Receiver_DMG_Dual.json
{'curve': [{'x': 1, 'y': 0.125}, {'x': 100, 'y': 0.125}]}"
,,0027ac25,Add,Durability,-5,0,
006e130c,mod_CircuitBreaker_SCOPE_ReflexCircle_Base,006e130c
,,005249e7,Set,ZoomFOVMult,1.5,0.0,
,,005249e7,MullAdd,ConIronSights,-0.15,0.0,
,,005249e7,MullAdd,APCost,-0.15,0.0,
,,005249e7,MullAdd,SightedTransition,-0.1,0.0,
,,005249e7,MullAdd,Weight,0.05,0.0,
,,005249e7,MullAdd,Value,0.25,0.0,
,,006e130c,Set,ZoomDataCameraOffsetZ,0.7,0.0,
006e130b,mod_CircuitBreaker_Receiver_FastTrigger-CritDMG,006e130b
,,0052441f,MullAdd,APCost,-0.05,0.0,
,,0052441f,MullAdd,AttackDelay,0.0,0.0,"Weapons\WeaponMods\Weap_TEMPLATE_Mod_FastTrigger_Dual.json
{'curve': [{'x': 1, 'y': -0.17}, {'x': 100, 'y': -0.17}]}"
,,0052441f,MullAdd,Weight,0.075,0.0,
,,0052441f,MullAdd,Value,0.3,0.0,
,,0052441f,Add,Durability,-5,0,
,,0027ac23,MullAdd,MaxConDegree,-0.05,0.0,
,,0027ac23,MullAdd,MinConDegree,-0.05,0.0,
,,0027ac23,MullAdd,Weight,0.075,0.0,
,,0027ac23,MullAdd,Value,0.4,0.0,
,,0027ac23,Add,CriticalDamageMult,0.5,0.0,
,,0027ac23,Add,Durability,-3,0,
006e130a,mod_CircuitBreaker_Barrel_Short_Recoil,006e130a
,,0027abfd,MullAdd,ConIronSights,-0.2,0.0,
,,0027abfd,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfd,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
,,0027abfd,MullAdd,Value,0.1,0.0,
,,00524418,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,00524418,MullAdd,RecoilMinDegree,-0.1,0.0,
,,00524419,MullAdd,RecoilMaxDegree,-0.25,0.0,
,,00524419,MullAdd,RecoilMinDegree,-0.25,0.0,
,,00524419,MullAdd,Weight,0.3,0.0,
,,00524419,MullAdd,Value,0.4,0.0,
,,00524419,Add,Durability,-2,0,
006e1318,mod_CircuitBreaker_Receiver_FastTrigger-HipAccuracy,006e1318
,,0052441f,MullAdd,APCost,-0.05,0.0,
,,0052441f,MullAdd,AttackDelay,0.0,0.0,"Weapons\WeaponMods\Weap_TEMPLATE_Mod_FastTrigger_Dual.json
{'curve': [{'x': 1, 'y': -0.17}, {'x': 100, 'y': -0.17}]}"
,,0052441f,MullAdd,Weight,0.075,0.0,
,,0052441f,MullAdd,Value,0.3,0.0,
,,0052441f,Add,Durability,-5,0,
,,00524413,MullAdd,ConIronSights,-0.05,0.0,
,,00524413,MullAdd,MaxConDegree,-0.25,0.0,
,,00524413,MullAdd,MinConDegree,-0.125,0.0,
,,00524413,MullAdd,SightedTransition,-0.015,0.0,
,,00524413,MullAdd,Weight,0.05,0.0,
,,00524413,MullAdd,Value,0.2,0.0,
,,00524413,Add,Durability,-3,0,
006e1317,mod_CircuitBreaker_Barrel_VeryShort_Recoil,006e1317
,,0027abfe,MullAdd,ConIronSights,-0.1,0.0,
,,0027abfe,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_VeryShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 6}, {'x': 100, 'y': 6}]}"
,,0027abfe,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_VeryShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 3}, {'x': 100, 'y': 3}]}"
,,00524417,MullAdd,RecoilMaxDegree,0.25,0.0,
,,00524417,MullAdd,RecoilMinDegree,0.25,0.0,
,,00524417,MullAdd,APCost,0.0,0.0,
,,00524419,MullAdd,RecoilMaxDegree,-0.25,0.0,
,,00524419,MullAdd,RecoilMinDegree,-0.25,0.0,
,,00524419,MullAdd,Weight,0.3,0.0,
,,00524419,MullAdd,Value,0.4,0.0,
,,00524419,Add,Durability,-2,0,
006e1316,mod_CircuitBreaker_Barrel_VeryShort_Base,006e1316
,,0027abfe,MullAdd,ConIronSights,-0.1,0.0,
,,0027abfe,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_VeryShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 6}, {'x': 100, 'y': 6}]}"
,,0027abfe,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_VeryShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 3}, {'x': 100, 'y': 3}]}"
,,00524417,MullAdd,RecoilMaxDegree,0.25,0.0,
,,00524417,MullAdd,RecoilMinDegree,0.25,0.0,
,,00524417,MullAdd,APCost,0.0,0.0,
006e1309,mod_CircuitBreaker_Receiver_FastTrigger,006e1309
,,000b989c,MullAdd,APCost,-0.1,0.0,
,,000b989c,MullAdd,AttackDelay,0.0,0.0,"Weapons\WeaponMods\Weap_TEMPLATE_Mod_FastTrigger.json
{'curve': [{'x': 1, 'y': -0.33}, {'x': 100, 'y': -0.33}]}"
,,000b989c,MullAdd,Weight,0.15,0.0,
,,000b989c,MullAdd,Value,0.4,0.0,
,,000b989c,Add,Durability,-2,0,
006e1315,mod_Legendary_CircuitBreaker_AntiArmor,006e1315
,,004519f4,MullAdd,Value,1.0,0.0,
006e1314,mod_CircuitBreaker_Receiver_HipAccuracy,006e1314
,,00524414,MullAdd,ConIronSights,-0.1,0.0,
,,00524414,MullAdd,MaxConDegree,-0.25,0.0,
,,00524414,MullAdd,MinConDegree,-0.25,0.0,
,,00524414,MullAdd,SightedTransition,-0.03,0.0,
,,00524414,MullAdd,Weight,0.3,0.0,
,,00524414,MullAdd,Value,0.4,0.0,
,,00524414,Add,Durability,-2,0,
006dc8e4,mod_CircuitBreaker_Grip_HipAccuracy,006dc8e4
,,00524414,MullAdd,ConIronSights,-0.1,0.0,
,,00524414,MullAdd,MaxConDegree,-0.25,0.0,
,,00524414,MullAdd,MinConDegree,-0.25,0.0,
,,00524414,MullAdd,SightedTransition,-0.03,0.0,
,,00524414,MullAdd,Weight,0.3,0.0,
,,00524414,MullAdd,Value,0.4,0.0,
,,00524414,Add,Durability,-2,0,
006dc8e3,mod_CircuitBreaker_Receiver_CritDMG,006dc8e3
,,0027ac22,MullAdd,MaxConDegree,-0.1,0.0,
,,0027ac22,MullAdd,MinConDegree,-0.1,0.0,
,,0027ac22,MullAdd,Weight,0.15,0.0,
,,0027ac22,MullAdd,Value,0.4,0.0,
,,0027ac22,Add,CriticalDamageMult,1.0,0.0,
,,0027ac22,Add,Durability,-2,0,
006dc8e1,mod_CircuitBreaker_Barrel_Long_Recoil,006dc8e1
,,0027abfa,MullAdd,ConIronSights,-0.25,0.0,
,,0027abfa,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
,,0027abfa,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfa,MullAdd,Value,0.2,0.0,
,,0027abfa,Add,Durability,-3,0,
,,00524416,MullAdd,RecoilMaxDegree,0.5,0.0,
,,00524416,MullAdd,RecoilMinDegree,0.5,0.0,
,,00524419,MullAdd,RecoilMaxDegree,-0.25,0.0,
,,00524419,MullAdd,RecoilMinDegree,-0.25,0.0,
,,00524419,MullAdd,Weight,0.3,0.0,
,,00524419,MullAdd,Value,0.4,0.0,
,,00524419,Add,Durability,-2,0,
006dc8e0,mod_CircuitBreaker_barrel_short_Base,006dc8e0
,,0027abfd,MullAdd,ConIronSights,-0.2,0.0,
,,0027abfd,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MaxRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfd,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_ShortRange_MinRange.json
{'curve': [{'x': 1, 'y': 5}, {'x': 100, 'y': 5}]}"
,,0027abfd,MullAdd,Value,0.1,0.0,
,,00524418,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,00524418,MullAdd,RecoilMinDegree,-0.1,0.0,
006dc8df,mod_CircuitBreaker_Barrel_Long_HipAccuracy,006dc8df
,,0027abfa,MullAdd,ConIronSights,-0.25,0.0,
,,0027abfa,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
,,0027abfa,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfa,MullAdd,Value,0.2,0.0,
,,0027abfa,Add,Durability,-3,0,
,,00524416,MullAdd,RecoilMaxDegree,0.5,0.0,
,,00524416,MullAdd,RecoilMinDegree,0.5,0.0,
,,00524414,MullAdd,ConIronSights,-0.1,0.0,
,,00524414,MullAdd,MaxConDegree,-0.25,0.0,
,,00524414,MullAdd,MinConDegree,-0.25,0.0,
,,00524414,MullAdd,SightedTransition,-0.03,0.0,
,,00524414,MullAdd,Weight,0.3,0.0,
,,00524414,MullAdd,Value,0.4,0.0,
,,00524414,Add,Durability,-2,0,
006dc8de,mod_CircuitBreaker_Magazine_Ammo,006dc8de
,,00524410,MullAdd,APCost,0.1,0.0,
,,00524410,MullAdd,ReloadSpeed,-0.2,0.0,
,,00524410,MullAdd,SightedTransition,0.03,0.0,
,,00524410,MullAdd,Weight,0.15,0.0,
,,00524410,MullAdd,AmmoCapacity,0.5,0.0,
,,00524410,MullAdd,Value,0.4,0.0,
,,00524410,Add,Durability,-3,0,
006dc8dd,mod_Custom_CircuitBreaker,006dc8dd
,,006dc8dd,MullAdd,ReloadSpeed,0.15,0.0,
006dc8db,mod_CircuitBreaker_Grip_Recoil,006dc8db
,,00524419,MullAdd,RecoilMaxDegree,-0.25,0.0,
,,00524419,MullAdd,RecoilMinDegree,-0.25,0.0,
,,00524419,MullAdd,Weight,0.3,0.0,
,,00524419,MullAdd,Value,0.4,0.0,
,,00524419,Add,Durability,-2,0,
006dc8da,mod_CircuitBreaker_Barrel_Long_Base,006dc8da
,,0027abfa,MullAdd,ConIronSights,-0.25,0.0,
,,0027abfa,MullAdd,MaxRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MaxRange.json
{'curve': [{'x': 1, 'y': 16}, {'x': 100, 'y': 16}]}"
,,0027abfa,MullAdd,MinRange,1.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_LongRange_MinRange.json
{'curve': [{'x': 1, 'y': 9}, {'x': 100, 'y': 9}]}"
,,0027abfa,MullAdd,Value,0.2,0.0,
,,0027abfa,Add,Durability,-3,0,
,,00524416,MullAdd,RecoilMaxDegree,0.5,0.0,
,,00524416,MullAdd,RecoilMinDegree,0.5,0.0,
006d3c68,mod_Legendary_Weapon3_Guns_ReloadSpeed_CircuitBreaker,006d3c68
,,004519f6,MullAdd,Value,3.0,0.0,
,,006d3c68,MullAdd,ReloadSpeed,0.15,0.0,
006e2249,mod_Flamer_HolyFire_Nozzle,006e2249
,,006e2249,MullAdd,MaxRange,5.0,0.0,
,,006e2249,MullAdd,MinRange,5.0,0.0,
,,006e2249,MullAdd,Weight,0.025,0.0,
,,006e2249,MullAdd,Value,0.025,0.0,
006e2243,mod_Melee_Switchblade_Custom_Active,006e2243
,,004519f8,MullAdd,Value,5.0,0.0,
006e2244,mod_Melee_Shishkebab_Custom_Incendiary,006e2244
,,004519f7,MullAdd,Value,4.0,0.0,
,,006e2244,Add,CritEffect,001478ec,1,
006e2242,mod_Melee_PumpActionShotgun_Custom_Poison,006e2242
,,004519f7,MullAdd,Value,4.0,0.0,
006e2247,mod_Melee_Pickaxe_Custom_Cursed,006e2247
,,006e2247,MullAdd,Speed,0.2,0.0,
,,006e2247,MullAdd,AttackDamage,0.15,0.0,
,,006e2247,Add,Durability,-4,0,
006e2246,mod_Ranged_SubmachineGun_Custom_Cursed,006e2246
,,006e2246,MullAdd,Speed,0.2,0.0,
,,006e2246,MullAdd,AttackDamage,0.15,0.0,
,,006e2246,Add,Durability,-4,0,
006e2245,mod_Melee_BearArm_Custom_Damage,006e2245
,,004519f8,MullAdd,Value,5.0,0.0,
,,006e2245,Add,DamageBonusMult,0.0,0.0,"LegendaryMods\Weapon_Damage.json
{'curve': [{'x': 1, 'y': 0.2}, {'x': 100, 'y': 0.2}]}"
006e06a3,mod_Ranged_Flamer_Custom_Cursed,006e06a3
,,004519f7,MullAdd,Value,4.0,0.0,
,,006e06a3,MullAdd,Speed,0.2,0.0,
,,006e06a3,MullAdd,DamageTypeValues,Fire,0.15,
,,006e06a3,Add,Durability,-4,0,
006ddd34,mod_Flamer_HoseMuzzle_NullNozzle,006ddd34
,,006ddd34,MullAdd,MaxRange,5.0,0.0,
,,006ddd34,MullAdd,MinRange,5.0,0.0,
,,006ddd34,MullAdd,Weight,0.025,0.0,
,,006ddd34,MullAdd,Value,0.025,0.0,
006dd8c8,_PARENT_mod_WEAPON_SCOPE_Glow_Base_Bonuses,006dd8c8
,,006dd8c8,MullAdd,Weight,0.025,0.0,
,,006dd8c8,MullAdd,Value,0.1,0.0,
006b90d2,_PARENT_mod_Scorchedkiller_Weapon,006b90d2
,,006b90d2,MullAdd,Weight,0.1,0.0,
,,006b90d2,MullAdd,AttackDamage,-0.2,0.0,
,,006b90d2,MullAdd,Value,1.0,0.0,
00692275,zzz_mod_Legendary_Weapon1_Guns_AmmoCapacity4x_coldshoulder,00692275
,,00692275,MullAdd,AmmoCapacity,3.0,0.0,
00692274,mod_DoubleBarrelShotgun_barrel_short_Base_ColdShoulder,00692274
,,00524418,MullAdd,RecoilMaxDegree,-0.1,0.0,
,,00524418,MullAdd,RecoilMinDegree,-0.1,0.0,
,,004869fb,MullAdd,MaxConDegree,-0.05,0.0,
,,004869fb,MullAdd,MinConDegree,-0.05,0.0,
,,004869fb,MullAdd,RecoilMaxDegree,-0.05,0.0,
,,004869fb,MullAdd,RecoilMinDegree,-0.05,0.0,
,,004869fb,MullAdd,MaxRange,6.0,0.0,
,,004869fb,MullAdd,MinRange,3.0,0.0,
,,004869fb,MullAdd,Weight,0.05,0.0,
,,004869fb,MullAdd,Value,0.1,0.0,
00690c7d,mod_custom_Coldshoulder_DmgvsCryptid,00690c7d
,,00690c7d,MullAdd,AmmoCapacity,3.0,0.0,
00685d55,mod_SingleActionRevolver_Receiver_AntiScorchBeast45,00685d55
,,004709b1,MullAdd,Value,1.0,0.0,
,,004709b1,Add,DamageBonusMult,0.0,0.0,"Weapons\WeaponMods\Weapon_PARENT_Mod_Receiver_DMG.json
{'curve': [{'x': 1, 'y': 0.25}, {'x': 100, 'y': 0.25}]}"
006696fc,E09A_mod_Custom_GrandFinale,006696fc
,,006696fc,MullAdd,DamageBonusMult,0.1,0.0,
0066957e,E09D_mod_custom_WesternSpirit,0066957e
,,0066957e,Add,DamageBonusMult,0.25,0.25,
00668f1e,E09D_mod_custom_GunthersRevolver,00668f1e
,,00668f1e,Add,DamageBonusMult,0.35,0.35,"LegendaryMods\Weapon_Damage.json
{'curve': [{'x': 1, 'y': 0.2}, {'x': 100, 'y': 0.2}]}"
,,00668f1e,Add,ReloadSpeed,0.45,0.45,
,,00668f1e,Add,Speed,0.0,0.0,"LegendaryMods\Weapon_Guns_RoF.json
{'curve': [{'x': 1, 'y': 0.25}, {'x': 100, 'y': 0.25}]}"
00663b0c,E09C_mod_Custom_LoveTap,00663b0c
,,004519f8,MullAdd,Value,5.0,0.0,
